gene	3hr	24hr	
KIAA0907	8.1051	8.554	
CASP7	7.561	8.813	
HK1	8.2423	8.4333	
PAPD7	11.8948	10.4696	
PIGB	8.53555	8.2736	
CHEK2	6.75125	7.4165	
PLOD3	11.6124	11.9457	
ACD	8.5523	6.299	
TRAK2	6.6169	8.2603	
SUPV3L1	11.7559	10.3301	
VAPB	9.7616	9.7256	
GPATCH8	5.9927	6.2542	
HSPD1	10.8981	11.121	
BUB1B	9.8665	9.1554	
TGFBR2	7.8401	5.1353	
MRPL12	11.9419	12.252	
NOTCH1	9.4022	9.188	
PNP	11.2143	11.5641	
SHC1	8.51905	7.1026	
ARPP19	10.3349	10.512	
CEBPA	4.90405	5.8826	
PSMF1	8.8133	8.2425	
RTN2	11.1001	9.7391	
NPEPL1	10.4485	10.6119	
USP1	7.272	6.6247	
RPA1	10.7544	10.7086	
SIRT3	8.1609	5.096	
KLHDC2	11.4427	11.7625	
UBQLN2	8.05245	7.7018	
DMTF1	7.03145	8.2124	
SCARB1	8.65845	7.995	
CLPX	9.59965	9.1373	
TPM1	10.9669	11.1702	
TM9SF2	8.3273	8.1791	
TXNL4B	7.43905	8.0297	
ATF6	7.8515	7.974	
PRR15L	7.7963	6.5728	
NUP88	10.5704	11.0358	
ST6GALNAC2	9.92195	10.2797	
ADH5	9.3455	10.0116	
FUT1	7.9575	6.7635	
GOLT1B	9.104	9.0069	
PRUNE	5.87645	6.7418	
PPOX	9.469	7.7561	
SYPL1	12.3351	12.2989	
CANT1	11.2717	11.4436	
ZNF451	8.00125	7.0867	
HOMER2	9.13065	8.9947	
RALB	9.3733	10.2236	
CLTB	11.3726	11.3289	
TRIM13	8.1619	6.9124	
FBXO7	7.7656	7.9561	
PHKA1	6.2998	6.5323	
CYCS	10.1863	10.3738	
PPARD	6.0671	5.0561	
ENOSF1	6.32215	6.7711	
MAP4K4	5.20925	4.2903	
PAN2	4.8259	6.8144	
STAT3	4.40995	5.1728	
LIG1	9.68495	9.4305	
PPIC	11.2627	11.6991	
EIF5	8.6792	10.9126	
GNB5	7.1594	6.8773	
GNAI1	4.3374	4.3419	
INSIG1	11.4333	10.9321	
DNMT3A	10.4163	8.635	
TM9SF3	8.8268	8.817	
CCDC86	10.2771	9.2288	
HIST2H2BE	9.92975	10.0479	
S100A4	6.4081	6.7156	
SLC25A14	5.35035	4.0316	
KTN1	10.2025	10.5832	
TBXA2R	5.7287	5.3896	
ARHGAP1	10.5663	10.3196	
FBXO11	6.45125	5.6226	
HERPUD1	8.2727	7.4917	
LPAR2	9.46285	8.9278	
COASY	6.5984	7.0344	
RPL39L	4.9054	4.411	
BPHL	7.3938	6.8851	
RASA1	8.04875	8.3925	
ATMIN	8.7424	9.0392	
MAPKAPK3	6.12995	6.299	
CASP3	9.89555	8.7399	
MBOAT7	11.792	11.7518	
PNKP	7.8769	8.1901	
PSME2	12.334	12.1168	
NISCH	6.8992	7.9207	
SLC35A3	6.65545	6.693	
CPSF4	9.6939	10.1193	
LSR	10.4148	9.2144	
COPB2	10.9891	11.4177	
MEF2C	5.7846	5.0585	
GADD45A	9.23775	9.5921	
KDM5A	7.1283	6.7232	
FAM63A	8.88865	8.3479	
SMNDC1	8.8748	8.9117	
NUDCD3	8.9515	9.1053	
RAB4A	7.4192	8.0422	
FGFR2	10.1404	7.2786	
IFRD2	8.10245	10.9031	
BACE2	7.8776	8.4833	
HMGCR	9.7939	9.0995	
LYN	5.452	4.96	
SLC35B1	11.6706	11.6087	
ISOC1	11.7286	11.3527	
TIMP2	8.0572	7.0421	
DUSP3	6.14825	6.4457	
LSM6	7.2548	7.6159	
CALM3	7.34175	6.5168	
MOK	4.9978	4.2637	
PPP1R13B	7.7352	7.6307	
SACM1L	8.68645	8.2889	
DNAJB2	8.5247	9.2062	
TCERG1	10.0862	9.9514	
CERK	8.3597	7.2413	
KIAA0196	11.0985	10.3908	
DNM1	6.7163	5.8183	
LAP3	12.2213	11.8036	
DDIT4	9.98895	10.8212	
MAPKAPK5	8.6703	8.3479	
ALAS1	12.2955	10.9199	
HDGFRP3	9.8506	9.525	
PAFAH1B1	10.3195	9.6397	
PRKCH	6.38605	5.7509	
PSRC1	10.8436	10.376	
RAB21	9.08965	8.6549	
ERO1L	5.78645	5.4687	
PSIP1	9.01505	8.7389	
APOE	5.19435	5.0216	
CREB1	8.9488	7.5308	
MBNL2	7.51875	7.4645	
RBM15B	8.6812	8.7548	
PACSIN3	7.13835	6.8506	
TOMM70A	9.7754	9.5415	
CBR1	8.736	8.7953	
MTA1	10.0975	10.6513	
MACF1	7.39925	7.6385	
PRKCD	8.3266	8.6873	
CCNA1	6.5719	5.5702	
PIK3R4	7.6682	8.0133	
CSNK1E	8.7514	9.1631	
HIST1H2BK	12.7311	12.3758	
JUN	7.28775	6.7199	
PCCB	11.1651	11.3954	
STAP2	8.5163	8.0008	
TMEM50A	8.7608	8.8784	
PMM2	12.0802	11.3274	
SCCPDH	11.6244	12.0593	
HSD17B11	5.7696	6.3929	
TSC22D3	9.5003	10.4459	
FBXL12	7.49715	7.0708	
TFAP2A	10.8183	10.2035	
WDR61	10.0597	10.7592	
ZNF395	10.7501	9.2832	
FAS	5.68765	4.6418	
VPS72	9.0368	9.173	
CENPE	6.9579	6.2542	
CLSTN1	8.64195	8.0423	
CREG1	10.7988	10.4272	
MAPK9	11.0028	11.0123	
PRR7	7.6365	8.9971	
SKP1	7.5197	8.625	
POP4	10.1399	10.2451	
TMEM110	5.5799	5.4947	
NFE2L2	9.47405	8.283	
ZNF589	6.91725	6.4457	
BAX	10.5056	10.0	
BLCAP	9.45185	9.3824	
CNDP2	10.3906	10.6237	
FAM20B	7.86155	7.71	
PROS1	2.6351	3.7407	
TNIP1	8.16065	7.9051	
CRKL	9.9873	9.9602	
P4HTM	10.0302	10.6911	
REEP5	7.2113	10.4558	
ZNF318	5.55255	5.6913	
BZW2	11.8869	10.4105	
FDFT1	10.9737	11.3882	
CGRRF1	8.827	9.3631	
TRAP1	10.1309	10.1007	
AMDHD2	8.7677	8.9426	
GTF2A2	10.6179	10.5968	
PEX11A	5.0994	5.4101	
PSMD9	10.4304	10.1465	
GFOD1	5.90485	4.8571	
MTFR1	10.4045	10.199	
PECR	6.3814	6.9587	
UBE2A	10.9254	11.0474	
NIT1	10.6115	9.6321	
SOCS2	7.3556	6.4457	
SYNGR3	5.64535	5.518	
ZDHHC6	5.61325	7.9867	
ITGAE	10.0618	9.9002	
NFKB2	4.11485	4.6887	
STK25	10.8541	11.1982	
TMEM5	9.32905	9.5595	
ABCF3	9.7868	9.9357	
ATP5S	8.6344	8.4969	
FCHO1	7.04375	6.115	
NGRN	5.93715	8.1181	
HOXA5	8.1716	7.9972	
OXSR1	8.13375	8.4173	
GRN	11.274	11.4087	
