gene	3hr	24hr	
RFNG	nan	9.3164	
MICALL1	nan	5.6227	
SLC35A1	nan	9.0559	
KLHL21	nan	5.3193	
NIPSNAP1	nan	9.7191	
BCL7B	nan	7.0084	
TLE1	nan	8.9473	
FZD7	nan	6.0095	
TIMELESS	nan	9.3513	
COG2	nan	9.5777	
DHX29	nan	6.2094	
MMP2	nan	6.5095	
MRPS2	nan	9.4047	
KCTD5	nan	7.1066	
TCEA2	nan	8.0504	
CNPY3	nan	7.1394	
FHL2	nan	10.6569	
ADAM10	nan	8.189	
FKBP4	nan	12.5107	
CD58	nan	10.4187	
KAT6A	nan	7.657	
CDK7	nan	10.1283	
KIF5C	nan	4.727	
HMG20B	nan	10.9909	
MAP3K4	nan	7.2451	
PIN1	nan	12.2542	
ZFP36	nan	8.4849	
INPP1	nan	8.1349	
LAGE3	nan	7.5877	
RAC2	nan	7.9147	
TNFRSF21	nan	11.7905	
HMOX1	nan	6.1377	
KIF14	nan	8.1787	
COL4A1	nan	7.0817	
DUSP6	nan	10.9567	
CYB561	nan	9.6791	
EPB41L2	nan	9.5648	
GNAI2	nan	8.4929	
HTRA1	nan	4.8624	
TSTA3	nan	10.0137	
WASF3	nan	4.762	
DNMT1	nan	12.1601	
TSPAN6	nan	10.9672	
FBXO21	nan	10.2476	
RAB27A	nan	6.5667	
DDR1	nan	7.3629	
PPP2R3C	nan	9.3193	
ADRB2	nan	7.3691	
LPGAT1	nan	9.0564	
DUSP11	nan	9.2642	
GRB10	nan	6.1951	
MMP1	nan	8.5278	
TP53BP2	nan	9.7073	
CDKN1A	nan	6.9091	
ZW10	nan	9.6607	
CORO1A	nan	6.7043	
TJP1	nan	7.7028	
ABCB6	nan	7.6811	
XPNPEP1	nan	7.1262	
MAMLD1	nan	4.3682	
MTHFD2	nan	10.6352	
DSG2	nan	4.0625	
PRAF2	nan	4.9471	
DNTTIP2	nan	10.5851	
SLC27A3	nan	9.6528	
CD97	nan	9.7964	
HTATSF1	nan	11.4031	
IL13RA1	nan	8.1533	
NCAPD2	nan	9.1046	
AGL	nan	6.7278	
TMEM109	nan	10.744	
CDC25B	nan	11.5766	
ICAM1	nan	5.2182	
GATA3	nan	4.3476	
NUP93	nan	8.9566	
PLA2G15	nan	6.61	
RPA3	nan	8.8384	
PIP4K2B	nan	6.6997	
TES	nan	11.548	
MYCBP2	nan	7.263	
SPR	nan	9.6243	
PGRMC1	nan	12.7006	
RELB	nan	4.9013	
AARS	nan	9.5584	
EPHB2	nan	4.6622	
GPC1	nan	7.2451	
RPIA	nan	10.7244	
ELAC2	nan	12.1165	
GPR56	nan	9.9159	
NVL	nan	9.7595	
PLSCR1	nan	7.4583	
CHEK1	nan	9.458	
CTSL1	nan	9.7941	
CTSD	nan	9.7302	
ME2	nan	7.8178	
ARHGEF2	nan	6.8987	
PDGFA	nan	6.1753	
ILK	nan	9.5938	
WDR67	nan	9.0871	
NFIL3	nan	6.4874	
RFC2	nan	8.6927	
ARL4C	nan	7.1799	
TIMM9	nan	13.6822	
CPNE3	nan	12.9658	
ORC1	nan	9.7672	
C5	nan	4.9527	
PARP2	nan	9.6679	
FASTKD5	nan	9.3395	
SCRN1	nan	8.3422	
MAN2B1	nan	7.4482	
PTPLAD1	nan	9.3025	
MSRA	nan	7.3858	
NFKBIA	nan	8.4241	
DCTD	nan	9.0692	
SYNE2	nan	5.0703	
MBNL1	nan	10.6428	
UBE3C	nan	10.3589	
CCDC92	nan	7.4536	
MYCBP	nan	10.8115	
CXCL2	nan	4.3057	
PTPN1	nan	8.679	
BRP44	nan	11.0016	
TIMM22	nan	8.778	
ATF5	nan	10.5173	
ECD	nan	11.3585	
CIRBP	nan	9.1922	
NSDHL	nan	10.2076	
ADI1	nan	10.1348	
NFKBIE	nan	5.7333	
ADCK3	nan	4.9728	
PRSS23	nan	8.4418	
CCNH	nan	9.9766	
GDPD5	nan	7.3421	
P4HA2	nan	7.2777	
TARBP1	nan	7.1488	
ATP6V0B	nan	8.3412	
RBKS	nan	5.133	
CAPN1	nan	5.0796	
KDM3A	nan	9.4292	
BID	nan	8.3264	
STXBP1	nan	5.9648	
ITGB5	nan	8.3224	
MTF2	nan	8.3299	
HLA-DRA	nan	4.1387	
