gene	3hr	24hr	
LGALS8	nan	8.8243	
NT5DC2	nan	10.9029	
CCP110	nan	6.3837	
LRP10	nan	10.2931	
ATP1B1	nan	11.6189	
STK10	nan	5.423	
OXCT1	nan	8.9864	
UGDH	nan	9.5834	
SLC25A4	nan	9.2353	
SQRDL	nan	8.5798	
HEBP1	nan	7.9551	
PSMB10	nan	8.478	
ASCC3	nan	7.0299	
FGFR4	nan	6.632	
CDKN2A	nan	10.3769	
TRAM2	nan	5.8458	
ATP11B	nan	7.8415	
PYCR1	nan	9.5975	
CD320	nan	11.4319	
NCOA3	nan	8.8831	
CDKN1B	nan	9.1768	
POLD4	nan	8.9047	
FOSL1	nan	12.8843	
MLLT11	nan	10.1111	
CEBPZ	nan	9.9342	
PRKACA	nan	10.8064	
GAPDH	nan	14.3497	
CBR3	nan	8.9076	
LYRM1	nan	5.9817	
