gene	3hr	24hr	
PAK6	nan	4.4394	
GHR	nan	4.8267	
GTPBP8	nan	9.6027	
GLOD4	nan	9.3467	
PTK2	nan	12.4311	
CDK4	nan	11.2018	
EPN2	nan	8.0096	
CCDC90A	nan	7.2672	
IL4R	nan	7.7951	
KIAA0528	nan	10.2817	
PRKAG2	nan	7.4383	
KIT	nan	4.0619	
MRPS16	nan	10.5281	
PTPRC	nan	6.2837	
RPS5	nan	8.4085	
NOL3	nan	9.69	
PSMG1	nan	10.9386	
NR1H2	nan	7.796	
TMEM97	nan	10.302	
LRRC41	nan	9.881	
PLS1	nan	11.0544	
DUSP22	nan	8.471	
KIAA1279	nan	7.2464	
RPS6KA1	nan	10.4668	
TCEAL4	nan	6.972	
DCK	nan	10.0295	
NUP133	nan	9.5598	
NUP62	nan	9.9651	
TRIM2	nan	8.9738	
SNCA	nan	10.4167	
SPTAN1	nan	5.4226	
MALT1	nan	7.5166	
VPS28	nan	8.8694	
LRRC16A	nan	5.9965	
YKT6	nan	9.5825	
CHP	nan	4.3324	
KIF2C	nan	5.8667	
NNT	nan	7.5726	
NR2F6	nan	9.9475	
COL1A1	nan	6.3372	
EXOSC4	nan	5.4573	
CDC25A	nan	7.8798	
PDLIM1	nan	7.8343	
CRELD2	nan	7.439	
TP53	nan	10.0687	
IQGAP1	nan	9.7092	
RRP12	nan	8.3389	
ACAT2	nan	9.47	
EGR1	nan	5.3646	
MUC1	nan	4.0269	
THAP11	nan	6.9721	
AURKB	nan	9.8233	
CEBPD	nan	7.5391	
HSPA4	nan	10.9272	
MAST2	nan	8.0635	
DHDDS	nan	7.684	
TOP2A	nan	12.642	
GADD45B	nan	5.211	
NCK2	nan	7.2071	
AURKA	nan	7.9971	
KIAA0355	nan	5.1916	
B3GNT1	nan	7.0833	
DYNLT3	nan	8.6236	
CDK5R1	nan	5.3276	
CHMP4A	nan	8.8985	
IPO13	nan	7.8052	
SCP2	nan	8.8442	
ITFG1	nan	6.662	
RAD9A	nan	5.337	
DRAP1	nan	9.9519	
SPP1	nan	3.4211	
HYOU1	nan	9.281	
PCMT1	nan	10.4587	
FOS	nan	6.172	
FYN	nan	5.3473	
MCOLN1	nan	4.8998	
MYC	nan	11.612	
ID2	nan	6.2276	
POLB	nan	6.9308	
CETN3	nan	6.982	
KCNK1	nan	6.6841	
AXIN1	nan	7.439	
SMC4	nan	10.3232	
RAI14	nan	9.8626	
SMARCD2	nan	9.255	
DNAJC15	nan	7.789	
MPZL1	nan	9.4965	
HOXA10	nan	10.2882	
NRAS	nan	8.8666	
CASP2	nan	6.6227	
EBNA1BP2	nan	10.671	
CTNND1	nan	9.9814	
TATDN2	nan	5.4226	
LRPAP1	nan	9.4823	
ZNF131	nan	9.1844	
BNIP3L	nan	6.4076	
HOOK2	nan	7.0552	
ERBB2	nan	10.6829	
TBPL1	nan	8.0192	
INTS3	nan	7.8174	
RAE1	nan	9.8971	
CDK1	nan	10.9881	
RFNG	nan	9.5568	
MICALL1	nan	5.5608	
SLC35A1	nan	10.2882	
KLHL21	nan	4.8941	
NIPSNAP1	nan	9.6642	
BCL7B	nan	6.8772	
TLE1	nan	10.5095	
FZD7	nan	7.2909	
TIMELESS	nan	9.6214	
COG2	nan	8.2948	
DHX29	nan	6.6929	
MMP2	nan	7.2145	
MRPS2	nan	9.8606	
KCTD5	nan	7.3297	
TCEA2	nan	7.7794	
CNPY3	nan	8.538	
FHL2	nan	9.5908	
ADAM10	nan	9.8672	
FKBP4	nan	13.2495	
CD58	nan	10.2155	
KAT6A	nan	6.7888	
CDK7	nan	10.8349	
KIF5C	nan	4.3774	
HMG20B	nan	9.9417	
MAP3K4	nan	7.0015	
PIN1	nan	10.7402	
ZFP36	nan	11.3701	
INPP1	nan	10.4799	
LAGE3	nan	7.3669	
RAC2	nan	5.0943	
TNFRSF21	nan	12.023	
HMOX1	nan	6.8521	
KIF14	nan	6.1087	
COL4A1	nan	6.3373	
DUSP6	nan	10.2731	
CYB561	nan	9.0108	
EPB41L2	nan	5.9783	
GNAI2	nan	7.2308	
HTRA1	nan	6.5621	
TSTA3	nan	7.97	
WASF3	nan	4.2559	
DNMT1	nan	12.4959	
TSPAN6	nan	9.1087	
FBXO21	nan	9.8337	
RAB27A	nan	7.5562	
DDR1	nan	7.6285	
PPP2R3C	nan	8.8239	
ADRB2	nan	4.2264	
LPGAT1	nan	8.5346	
DUSP11	nan	9.3097	
GRB10	nan	4.4316	
MMP1	nan	6.2276	
TP53BP2	nan	10.155	
CDKN1A	nan	7.0752	
ZW10	nan	9.087	
CORO1A	nan	7.6793	
TJP1	nan	8.3907	
ABCB6	nan	8.0821	
XPNPEP1	nan	8.5806	
MAMLD1	nan	4.4707	
MTHFD2	nan	11.363	
DSG2	nan	7.8604	
PRAF2	nan	4.8894	
DNTTIP2	nan	10.6265	
SLC27A3	nan	10.2025	
CD97	nan	7.1309	
HTATSF1	nan	11.8078	
IL13RA1	nan	9.8842	
NCAPD2	nan	10.4152	
AGL	nan	7.7738	
TMEM109	nan	9.2444	
CDC25B	nan	10.5811	
ICAM1	nan	5.0369	
GATA3	nan	4.3529	
NUP93	nan	8.8327	
PLA2G15	nan	6.5387	
RPA3	nan	7.5212	
PIP4K2B	nan	7.8805	
TES	nan	12.1211	
MYCBP2	nan	8.099	
SPR	nan	9.1199	
PGRMC1	nan	12.3642	
RELB	nan	5.404	
AARS	nan	9.6494	
EPHB2	nan	4.8243	
GPC1	nan	6.5257	
RPIA	nan	11.5958	
ELAC2	nan	10.2636	
GPR56	nan	11.6663	
NVL	nan	10.9054	
PLSCR1	nan	8.6441	
CHEK1	nan	9.789	
CTSL1	nan	6.9629	
CTSD	nan	11.2265	
ME2	nan	7.9243	
ARHGEF2	nan	8.3171	
PDGFA	nan	6.6074	
ILK	nan	10.4376	
WDR67	nan	9.8179	
NFIL3	nan	6.2809	
RFC2	nan	8.7206	
ARL4C	nan	7.5692	
TIMM9	nan	11.6327	
CPNE3	nan	10.6587	
ORC1	nan	9.9997	
C5	nan	5.6432	
PARP2	nan	7.5991	
FASTKD5	nan	8.5605	
SCRN1	nan	7.9661	
MAN2B1	nan	5.274	
PTPLAD1	nan	10.3148	
MSRA	nan	7.1215	
NFKBIA	nan	7.8821	
DCTD	nan	9.0316	
SYNE2	nan	7.0434	
MBNL1	nan	10.8304	
UBE3C	nan	10.6528	
CCDC92	nan	7.3913	
MYCBP	nan	10.1094	
CXCL2	nan	4.372	
PTPN1	nan	9.2597	
BRP44	nan	10.5178	
TIMM22	nan	7.1772	
ATF5	nan	9.6951	
ECD	nan	8.5884	
CIRBP	nan	7.8239	
NSDHL	nan	10.4056	
ADI1	nan	9.8966	
NFKBIE	nan	5.7809	
ADCK3	nan	4.8472	
PRSS23	nan	7.6196	
CCNH	nan	8.8454	
GDPD5	nan	6.4229	
P4HA2	nan	6.5198	
TARBP1	nan	8.8849	
ATP6V0B	nan	7.4979	
RBKS	nan	4.9612	
CAPN1	nan	4.0525	
KDM3A	nan	8.4828	
BID	nan	8.6318	
STXBP1	nan	6.1369	
ITGB5	nan	11.6518	
MTF2	nan	9.0224	
HLA-DRA	nan	6.5884	
SLC11A2	nan	7.8591	
PDIA5	nan	5.3646	
PIK3C2B	nan	8.6707	
RAP1GAP	nan	10.9253	
SLC25A46	nan	9.3361	
CDK19	nan	7.9681	
NOLC1	nan	9.9735	
CAT	nan	10.3606	
KIAA0753	nan	7.5496	
DUSP14	nan	8.606	
KAT6B	nan	7.4287	
CHN1	nan	5.0026	
HMGA2	nan	5.361	
IGFBP3	nan	5.5881	
MAPK13	nan	10.1895	
TRIB1	nan	10.9975	
UFM1	nan	10.6743	
GNA15	nan	6.2086	
TP53BP1	nan	8.9722	
FRS2	nan	5.8601	
IARS2	nan	11.1915	
BECN1	nan	9.201	
GATA2	nan	10.1014	
KDELR2	nan	9.1132	
RALGDS	nan	7.9795	
ELAVL1	nan	7.7105	
NRIP1	nan	10.1664	
CCNB2	nan	12.6045	
IFNAR1	nan	8.4209	
MIF	nan	13.9712	
RNPS1	nan	13.323	
DAG1	nan	6.5234	
SATB1	nan	5.6057	
ARID4B	nan	7.5862	
IGF2BP2	nan	7.1578	
GSTZ1	nan	7.7532	
IGF2R	nan	9.5866	
SESN1	nan	7.3442	
TIPARP	nan	10.5401	
CRTAP	nan	4.7793	
SPEN	nan	8.3041	
GMNN	nan	12.9293	
PFKL	nan	7.3958	
CYTH1	nan	5.8022	
PDHX	nan	9.3894	
DENND2D	nan	9.7838	
PRCP	nan	6.4076	
CTTN	nan	6.484	
SMARCA4	nan	7.5939	
PYGL	nan	9.3749	
UBR7	nan	9.051	
GRB7	nan	11.1653	
RPA2	nan	10.5919	
CD44	nan	11.9624	
ERBB3	nan	9.189	
GTF2E2	nan	8.655	
VAV3	nan	5.0813	
ABHD6	nan	7.5792	
ANXA7	nan	10.3445	
MAPKAPK2	nan	9.8139	
TXNRD1	nan	12.6783	
CAB39	nan	7.6937	
FZD1	nan	7.1172	
CRYZ	nan	11.7241	
TIAM1	nan	4.6765	
DNM1L	nan	10.0008	
GAA	nan	3.8005	
DERA	nan	10.7111	
SKIV2L	nan	8.476	
BLMH	nan	5.257	
PTPRK	nan	11.6189	
HERC6	nan	6.6615	
RRP1B	nan	8.0375	
MKNK1	nan	9.6961	
TSPAN3	nan	10.2541	
ACOT9	nan	7.2748	
PIK3R3	nan	6.2027	
KEAP1	nan	9.9212	
ST3GAL5	nan	5.1501	
CTNNAL1	nan	8.7396	
TFDP1	nan	11.6934	
ABHD4	nan	6.2342	
SMC3	nan	9.0972	
INPP4B	nan	6.3853	
LBR	nan	10.1483	
PPIE	nan	10.2216	
ZMIZ1	nan	10.85	
PPARG	nan	9.3409	
TERF2IP	nan	10.2017	
BNIP3	nan	4.4992	
RPP38	nan	5.3483	
BCL2	nan	3.957	
CAST	nan	9.3738	
BAG3	nan	10.0151	
RBM6	nan	7.7423	
CSK	nan	9.0028	
GNA11	nan	8.3591	
ALDOC	nan	6.3754	
TOR1A	nan	8.3937	
SLC25A13	nan	7.1124	
UBE2L6	nan	10.1862	
SYK	nan	7.7563	
TSPAN4	nan	6.6774	
NR3C1	nan	3.7184	
PCBD1	nan	12.9378	
ICMT	nan	10.6652	
TRIB3	nan	11.2913	
EIF4EBP1	nan	7.4152	
PHF15	nan	7.2181	
CXCR4	nan	7.6462	
GNPDA1	nan	9.6852	
CCND3	nan	8.4351	
FKBP14	nan	4.4977	
CIAPIN1	nan	8.9329	
NUCB2	nan	8.153	
COG7	nan	8.654	
RSU1	nan	6.911	
PTPN6	nan	6.5675	
TUBB6	nan	6.0874	
ABL1	nan	7.5391	
DUSP4	nan	6.8288	
CCNF	nan	7.1964	
PTPN12	nan	10.613	
HSPA1A	nan	11.8918	
PCK2	nan	9.2344	
FAM57A	nan	7.707	
RB1	nan	9.9429	
EVL	nan	4.8845	
GFPT1	nan	8.5293	
BLVRA	nan	5.7643	
GPER	nan	5.5323	
EAPP	nan	7.1652	
S100A13	nan	11.837	
EXT1	nan	10.3485	
MYBL2	nan	10.1825	
POLE2	nan	8.6121	
STX4	nan	9.0971	
PLCB3	nan	10.5639	
TMCO1	nan	12.0006	
C2CD2	nan	6.8419	
PARP1	nan	9.397	
ANKRD10	nan	9.2438	
CCDC85B	nan	7.9124	
DDB2	nan	6.0432	
DDX10	nan	8.7772	
BAMBI	nan	6.4314	
CEP57	nan	8.3604	
HADH	nan	11.0075	
RAB31	nan	5.6758	
ABCC5	nan	4.7066	
GLRX	nan	9.4762	
MVP	nan	11.3085	
RFC5	nan	9.2462	
HES1	nan	9.6388	
STMN1	nan	9.0006	
GALE	nan	10.8867	
KLHL9	nan	8.2652	
PTPRF	nan	9.5093	
UBE2J1	nan	8.2132	
PGM1	nan	7.445	
SLC37A4	nan	7.5621	
LOXL1	nan	8.0908	
PLK1	nan	9.878	
MYO10	nan	8.4418	
NPRL2	nan	8.5644	
LIPA	nan	8.9785	
PWP1	nan	9.5638	
PHGDH	nan	8.7988	
PLEKHM1	nan	9.6285	
ST7	nan	7.6135	
VAT1	nan	9.0632	
IKBKB	nan	5.2747	
KIF20A	nan	8.6637	
CDH3	nan	5.2664	
PCM1	nan	5.8375	
IER3	nan	10.5282	
SSBP2	nan	6.2685	
FAT1	nan	10.294	
SNX11	nan	6.8931	
RNMT	nan	9.0572	
SFN	nan	8.9184	
EGFR	nan	7.0976	
RFX5	nan	6.9879	
NET1	nan	10.147	
PKIG	nan	6.1893	
DECR1	nan	8.5451	
FSD1	nan	7.1964	
ATP6V1D	nan	10.2242	
CDK6	nan	4.8191	
CDC45	nan	10.4505	
NPC1	nan	7.2504	
EDEM1	nan	8.2752	
MEST	nan	12.5791	
MYLK	nan	5.0234	
PAFAH1B3	nan	11.7556	
CALU	nan	10.142	
USP6NL	nan	8.0742	
LGALS8	nan	9.2118	
NT5DC2	nan	10.4693	
CCP110	nan	7.665	
LRP10	nan	9.3619	
