gene	3hr	24hr	
CAB39	9.1047	9.69015	
FZD1	5.80375	6.94215	
CRYZ	7.16455	6.5219	
TIAM1	7.711	7.96335	
DNM1L	9.72355	10.2912	
GAA	5.3816	5.3795	
DERA	10.9304	10.3988	
SKIV2L	8.56015	8.21745	
BLMH	3.6552	7.32395	
PTPRK	9.91255	10.8469	
HERC6	7.77345	5.7611	
RRP1B	8.82445	8.6995	
MKNK1	9.0583	10.8323	
TSPAN3	4.38935	3.6471	
ACOT9	9.0751	7.7364	
PIK3R3	7.342	8.1957	
KEAP1	8.85635	8.83	
ST3GAL5	5.7914	5.86745	
CTNNAL1	10.6934	10.2874	
TFDP1	10.8785	11.6967	
ABHD4	8.2725	8.98335	
SMC3	7.01865	7.01625	
