gene	3hr	24hr	
FKBP4	nan	13.8074	
CD58	nan	9.7367	
KAT6A	nan	7.7419	
CDK7	nan	10.0385	
KIF5C	nan	4.3451	
HMG20B	nan	11.3823	
MAP3K4	nan	6.4916	
PIN1	nan	12.4925	
ZFP36	nan	8.7475	
INPP1	nan	7.8708	
LAGE3	nan	5.4012	
RAC2	nan	6.1252	
TNFRSF21	nan	9.4347	
HMOX1	nan	6.9605	
KIF14	nan	7.4001	
COL4A1	nan	14.844	
DUSP6	nan	6.9976	
CYB561	nan	5.7393	
EPB41L2	nan	11.7355	
GNAI2	nan	9.8576	
HTRA1	nan	7.1262	
TSTA3	nan	7.2213	
WASF3	nan	5.7212	
DNMT1	nan	13.1871	
TSPAN6	nan	7.8613	
FBXO21	nan	9.727	
RAB27A	nan	7.9391	
DDR1	nan	5.842	
PPP2R3C	nan	9.6098	
ADRB2	nan	5.2902	
LPGAT1	nan	8.9458	
DUSP11	nan	9.1669	
GRB10	nan	7.8234	
MMP1	nan	6.4838	
TP53BP2	nan	11.0479	
CDKN1A	nan	8.3735	
ZW10	nan	9.787	
CORO1A	nan	7.1881	
TJP1	nan	7.8136	
ABCB6	nan	7.655	
XPNPEP1	nan	8.2781	
MAMLD1	nan	4.9579	
MTHFD2	nan	10.763	
DSG2	nan	8.6552	
PRAF2	nan	9.953	
DNTTIP2	nan	11.0887	
SLC27A3	nan	9.643	
CD97	nan	7.049	
HTATSF1	nan	10.9192	
IL13RA1	nan	7.7738	
NCAPD2	nan	10.5699	
AGL	nan	6.8191	
TMEM109	nan	10.0671	
CDC25B	nan	10.8765	
ICAM1	nan	7.7634	
GATA3	nan	5.2902	
NUP93	nan	9.9952	
PLA2G15	nan	8.9504	
RPA3	nan	7.5811	
PIP4K2B	nan	7.4474	
TES	nan	12.9173	
MYCBP2	nan	7.36	
SPR	nan	6.6517	
PGRMC1	nan	12.2393	
RELB	nan	6.7186	
AARS	nan	10.3048	
EPHB2	nan	8.6439	
GPC1	nan	7.5923	
RPIA	nan	10.248	
ELAC2	nan	11.2332	
GPR56	nan	9.2711	
NVL	nan	10.8558	
PLSCR1	nan	6.9458	
CHEK1	nan	9.1198	
CTSL1	nan	10.9125	
CTSD	nan	9.0935	
ME2	nan	8.2895	
ARHGEF2	nan	7.9913	
PDGFA	nan	7.5108	
ILK	nan	11.5849	
WDR67	nan	8.9802	
NFIL3	nan	7.7267	
RFC2	nan	9.1608	
ARL4C	nan	8.2241	
TIMM9	nan	11.7658	
CPNE3	nan	11.2021	
ORC1	nan	10.238	
C5	nan	5.6732	
PARP2	nan	9.4697	
FASTKD5	nan	8.0849	
SCRN1	nan	10.0331	
MAN2B1	nan	6.5209	
PTPLAD1	nan	10.251	
MSRA	nan	7.6927	
NFKBIA	nan	9.6063	
DCTD	nan	9.6265	
SYNE2	nan	6.8696	
MBNL1	nan	10.6929	
UBE3C	nan	10.4738	
CCDC92	nan	8.3297	
MYCBP	nan	9.6769	
CXCL2	nan	4.093	
PTPN1	nan	9.5671	
BRP44	nan	10.1059	
TIMM22	nan	9.2569	
ATF5	nan	8.1414	
ECD	nan	8.9891	
CIRBP	nan	9.6811	
NSDHL	nan	9.128	
ADI1	nan	8.5475	
NFKBIE	nan	6.6433	
ADCK3	nan	4.0422	
PRSS23	nan	11.344	
CCNH	nan	8.5719	
GDPD5	nan	8.7396	
P4HA2	nan	9.6259	
TARBP1	nan	7.6622	
ATP6V0B	nan	7.1488	
RBKS	nan	4.6079	
CAPN1	nan	4.7486	
KDM3A	nan	8.6372	
BID	nan	8.8453	
STXBP1	nan	6.7169	
ITGB5	nan	9.8688	
MTF2	nan	9.3876	
HLA-DRA	nan	4.921	
SLC11A2	nan	6.5677	
PDIA5	nan	6.3622	
PIK3C2B	nan	5.0905	
RAP1GAP	nan	4.591	
SLC25A46	nan	9.5551	
CDK19	nan	7.6852	
NOLC1	nan	9.1392	
CAT	nan	10.063	
KIAA0753	nan	7.6736	
DUSP14	nan	7.7879	
KAT6B	nan	6.9488	
CHN1	nan	8.0322	
HMGA2	nan	5.5252	
IGFBP3	nan	11.456	
MAPK13	nan	6.6524	
TRIB1	nan	7.3902	
UFM1	nan	10.412	
GNA15	nan	5.7362	
TP53BP1	nan	9.1134	
FRS2	nan	6.6816	
IARS2	nan	11.2568	
BECN1	nan	8.8941	
GATA2	nan	4.5754	
KDELR2	nan	9.5714	
RALGDS	nan	8.6852	
ELAVL1	nan	8.2845	
NRIP1	nan	10.1355	
CCNB2	nan	11.7692	
IFNAR1	nan	8.1186	
MIF	nan	15.0	
RNPS1	nan	13.4947	
DAG1	nan	7.2719	
SATB1	nan	3.7825	
ARID4B	nan	7.7714	
IGF2BP2	nan	8.2904	
GSTZ1	nan	8.3219	
IGF2R	nan	10.6016	
SESN1	nan	5.7393	
TIPARP	nan	9.4323	
CRTAP	nan	7.4709	
SPEN	nan	8.5472	
GMNN	nan	13.4083	
PFKL	nan	8.8527	
CYTH1	nan	8.7297	
PDHX	nan	8.1524	
DENND2D	nan	5.9684	
PRCP	nan	8.6025	
CTTN	nan	5.2762	
SMARCA4	nan	8.375	
PYGL	nan	12.0667	
UBR7	nan	9.9513	
GRB7	nan	12.7471	
RPA2	nan	10.2866	
CD44	nan	12.0426	
ERBB3	nan	4.4528	
GTF2E2	nan	10.6416	
VAV3	nan	5.1709	
ABHD6	nan	6.2981	
ANXA7	nan	9.8023	
MAPKAPK2	nan	11.1539	
TXNRD1	nan	12.1855	
CAB39	nan	8.405	
FZD1	nan	7.1488	
CRYZ	nan	10.7489	
TIAM1	nan	5.8092	
DNM1L	nan	10.5226	
GAA	nan	4.2091	
DERA	nan	11.247	
SKIV2L	nan	8.8151	
BLMH	nan	8.3573	
PTPRK	nan	11.5263	
HERC6	nan	6.8158	
RRP1B	nan	8.8014	
MKNK1	nan	9.8399	
TSPAN3	nan	8.4916	
ACOT9	nan	10.5112	
PIK3R3	nan	5.953	
KEAP1	nan	9.9477	
ST3GAL5	nan	5.4797	
CTNNAL1	nan	10.6698	
TFDP1	nan	10.2368	
ABHD4	nan	7.0596	
SMC3	nan	9.3397	
INPP4B	nan	6.9353	
LBR	nan	9.8522	
PPIE	nan	10.5259	
ZMIZ1	nan	11.2174	
PPARG	nan	4.4836	
TERF2IP	nan	9.5519	
BNIP3	nan	11.941	
RPP38	nan	7.4971	
BCL2	nan	4.713	
CAST	nan	6.4949	
BAG3	nan	11.2491	
RBM6	nan	8.2992	
CSK	nan	8.7663	
GNA11	nan	9.9219	
ALDOC	nan	5.1216	
TOR1A	nan	9.1295	
SLC25A13	nan	9.908	
UBE2L6	nan	9.5215	
SYK	nan	5.872	
TSPAN4	nan	11.3965	
NR3C1	nan	5.3662	
PCBD1	nan	12.4543	
ICMT	nan	10.4556	
TRIB3	nan	11.4223	
EIF4EBP1	nan	10.257	
PHF15	nan	10.2446	
CXCR4	nan	7.8004	
GNPDA1	nan	9.5986	
CCND3	nan	8.5503	
FKBP14	nan	6.4101	
CIAPIN1	nan	9.4914	
NUCB2	nan	9.9438	
COG7	nan	9.7721	
RSU1	nan	9.6924	
PTPN6	nan	4.9799	
TUBB6	nan	12.949	
ABL1	nan	10.489	
DUSP4	nan	5.9913	
CCNF	nan	7.3788	
PTPN12	nan	9.9396	
HSPA1A	nan	8.6836	
PCK2	nan	10.0536	
FAM57A	nan	9.7142	
RB1	nan	10.3031	
EVL	nan	7.8004	
GFPT1	nan	7.5707	
BLVRA	nan	9.5038	
GPER	nan	4.8774	
EAPP	nan	7.433	
S100A13	nan	12.5105	
EXT1	nan	12.5391	
MYBL2	nan	9.9952	
POLE2	nan	8.1192	
STX4	nan	10.1154	
PLCB3	nan	10.1175	
TMCO1	nan	12.1603	
C2CD2	nan	7.0747	
PARP1	nan	10.5592	
ANKRD10	nan	8.0324	
CCDC85B	nan	7.8059	
DDB2	nan	6.6816	
DDX10	nan	8.444	
BAMBI	nan	7.6505	
CEP57	nan	7.9945	
HADH	nan	9.5519	
RAB31	nan	7.4229	
ABCC5	nan	5.4395	
GLRX	nan	9.9727	
MVP	nan	11.6993	
RFC5	nan	8.8218	
HES1	nan	6.6684	
STMN1	nan	11.0796	
GALE	nan	9.4838	
KLHL9	nan	8.5344	
PTPRF	nan	10.0953	
UBE2J1	nan	8.5879	
PGM1	nan	8.7648	
SLC37A4	nan	6.7773	
LOXL1	nan	12.6008	
PLK1	nan	11.0763	
MYO10	nan	9.545	
NPRL2	nan	9.3675	
LIPA	nan	8.6988	
PWP1	nan	10.2537	
PHGDH	nan	11.5733	
PLEKHM1	nan	10.5874	
ST7	nan	6.3475	
VAT1	nan	9.1038	
IKBKB	nan	7.3417	
KIF20A	nan	11.5695	
CDH3	nan	4.5128	
PCM1	nan	7.3509	
IER3	nan	10.0058	
SSBP2	nan	7.0576	
FAT1	nan	9.9732	
SNX11	nan	7.6241	
RNMT	nan	8.8597	
SFN	nan	8.7896	
EGFR	nan	5.953	
RFX5	nan	8.1125	
NET1	nan	9.4158	
PKIG	nan	8.7457	
DECR1	nan	9.688	
FSD1	nan	9.1868	
ATP6V1D	nan	10.6377	
CDK6	nan	5.4807	
CDC45	nan	9.8201	
NPC1	nan	8.1813	
EDEM1	nan	9.5125	
MEST	nan	13.2881	
MYLK	nan	8.6088	
PAFAH1B3	nan	10.3433	
CALU	nan	12.5322	
USP6NL	nan	12.2052	
