gene	3hr	24hr	
TJP1	nan	7.9146	
ABCB6	nan	5.8119	
XPNPEP1	nan	8.1426	
MAMLD1	nan	4.0143	
MTHFD2	nan	11.1751	
DSG2	nan	10.1984	
PRAF2	nan	9.0501	
DNTTIP2	nan	10.8065	
SLC27A3	nan	9.4057	
CD97	nan	9.0687	
HTATSF1	nan	11.4867	
IL13RA1	nan	8.5866	
NCAPD2	nan	9.8359	
AGL	nan	7.4889	
TMEM109	nan	9.8793	
CDC25B	nan	10.3603	
ICAM1	nan	5.987	
GATA3	nan	4.2834	
NUP93	nan	8.7942	
PLA2G15	nan	6.741	
RPA3	nan	8.362	
PIP4K2B	nan	7.6104	
TES	nan	12.1742	
MYCBP2	nan	7.1209	
SPR	nan	9.3702	
PGRMC1	nan	12.6519	
RELB	nan	5.804	
AARS	nan	10.469	
EPHB2	nan	7.0625	
GPC1	nan	6.2519	
RPIA	nan	10.3068	
ELAC2	nan	10.5252	
GPR56	nan	8.9594	
NVL	nan	11.4019	
PLSCR1	nan	6.7915	
CHEK1	nan	9.0609	
CTSL1	nan	11.2264	
CTSD	nan	9.528	
ME2	nan	8.5376	
ARHGEF2	nan	8.0843	
PDGFA	nan	6.3517	
ILK	nan	9.0838	
WDR67	nan	8.7144	
NFIL3	nan	6.9901	
RFC2	nan	9.4394	
ARL4C	nan	10.4224	
TIMM9	nan	12.9327	
CPNE3	nan	11.1626	
ORC1	nan	11.1823	
C5	nan	7.9901	
PARP2	nan	8.9075	
FASTKD5	nan	7.3236	
SCRN1	nan	9.4027	
MAN2B1	nan	5.9031	
PTPLAD1	nan	10.8916	
MSRA	nan	6.3806	
NFKBIA	nan	10.1649	
DCTD	nan	9.8793	
SYNE2	nan	6.2601	
MBNL1	nan	9.7458	
UBE3C	nan	9.8668	
CCDC92	nan	7.3108	
MYCBP	nan	11.7237	
CXCL2	nan	7.3392	
PTPN1	nan	9.17	
BRP44	nan	11.7971	
TIMM22	nan	7.4849	
ATF5	nan	9.4984	
ECD	nan	9.1748	
CIRBP	nan	8.7057	
NSDHL	nan	8.9862	
ADI1	nan	10.5171	
NFKBIE	nan	6.0092	
ADCK3	nan	3.9413	
PRSS23	nan	8.9296	
CCNH	nan	8.5168	
GDPD5	nan	5.9674	
P4HA2	nan	6.7691	
TARBP1	nan	8.8822	
ATP6V0B	nan	9.0448	
RBKS	nan	5.7831	
CAPN1	nan	7.3745	
KDM3A	nan	8.6836	
BID	nan	7.4849	
STXBP1	nan	5.4308	
ITGB5	nan	9.4862	
MTF2	nan	8.5369	
HLA-DRA	nan	5.7489	
SLC11A2	nan	8.2232	
PDIA5	nan	5.1718	
PIK3C2B	nan	7.0423	
RAP1GAP	nan	7.8127	
SLC25A46	nan	7.4615	
CDK19	nan	6.4489	
NOLC1	nan	9.5783	
CAT	nan	9.6177	
KIAA0753	nan	8.6735	
DUSP14	nan	10.7059	
KAT6B	nan	6.9514	
CHN1	nan	6.2292	
HMGA2	nan	5.4695	
IGFBP3	nan	8.3042	
MAPK13	nan	8.6052	
TRIB1	nan	7.7854	
UFM1	nan	9.7013	
GNA15	nan	7.245	
TP53BP1	nan	9.5939	
FRS2	nan	6.7192	
IARS2	nan	11.7433	
BECN1	nan	9.7568	
GATA2	nan	9.3673	
KDELR2	nan	9.3185	
RALGDS	nan	6.9177	
ELAVL1	nan	7.0603	
NRIP1	nan	8.9428	
CCNB2	nan	12.4698	
IFNAR1	nan	9.2172	
MIF	nan	14.9495	
RNPS1	nan	12.8106	
DAG1	nan	6.8182	
SATB1	nan	4.9382	
ARID4B	nan	8.2521	
IGF2BP2	nan	5.8715	
GSTZ1	nan	9.8899	
IGF2R	nan	10.0675	
SESN1	nan	5.6774	
TIPARP	nan	8.1804	
CRTAP	nan	7.2346	
SPEN	nan	8.2411	
GMNN	nan	12.3493	
PFKL	nan	6.9859	
CYTH1	nan	7.7462	
PDHX	nan	8.9041	
DENND2D	nan	7.6029	
PRCP	nan	8.127	
CTTN	nan	5.501	
SMARCA4	nan	4.9726	
PYGL	nan	11.5722	
UBR7	nan	10.3999	
GRB7	nan	12.3463	
RPA2	nan	10.1308	
CD44	nan	11.6778	
ERBB3	nan	6.3547	
GTF2E2	nan	9.1191	
VAV3	nan	7.7309	
ABHD6	nan	8.0701	
ANXA7	nan	10.2052	
MAPKAPK2	nan	11.1899	
TXNRD1	nan	12.7395	
CAB39	nan	7.8012	
FZD1	nan	6.7546	
CRYZ	nan	12.2291	
TIAM1	nan	5.86	
DNM1L	nan	10.0519	
GAA	nan	5.5725	
DERA	nan	8.889	
SKIV2L	nan	8.4238	
BLMH	nan	7.1267	
PTPRK	nan	9.9688	
HERC6	nan	6.3906	
RRP1B	nan	9.685	
MKNK1	nan	10.5439	
TSPAN3	nan	8.8322	
ACOT9	nan	10.2143	
PIK3R3	nan	6.788	
KEAP1	nan	9.8617	
ST3GAL5	nan	5.6361	
CTNNAL1	nan	8.4575	
TFDP1	nan	9.693	
ABHD4	nan	6.3431	
SMC3	nan	8.9669	
INPP4B	nan	5.9151	
LBR	nan	9.6367	
PPIE	nan	11.8681	
ZMIZ1	nan	9.3389	
PPARG	nan	5.4682	
TERF2IP	nan	11.5398	
BNIP3	nan	10.0168	
RPP38	nan	7.4289	
BCL2	nan	3.9346	
CAST	nan	9.3713	
BAG3	nan	9.6853	
RBM6	nan	7.875	
CSK	nan	8.4672	
GNA11	nan	8.9549	
ALDOC	nan	5.1806	
TOR1A	nan	8.3266	
SLC25A13	nan	10.1249	
UBE2L6	nan	8.4132	
SYK	nan	5.9178	
TSPAN4	nan	11.2177	
NR3C1	nan	5.9657	
PCBD1	nan	12.6355	
ICMT	nan	10.8349	
TRIB3	nan	12.4496	
EIF4EBP1	nan	7.8902	
PHF15	nan	8.2618	
CXCR4	nan	5.0983	
GNPDA1	nan	9.0175	
CCND3	nan	11.3616	
FKBP14	nan	5.5576	
CIAPIN1	nan	10.01	
NUCB2	nan	9.5493	
COG7	nan	8.0625	
RSU1	nan	7.2749	
PTPN6	nan	6.2411	
TUBB6	nan	9.8187	
ABL1	nan	8.2903	
DUSP4	nan	9.0943	
CCNF	nan	6.7825	
PTPN12	nan	10.9663	
HSPA1A	nan	10.9433	
PCK2	nan	8.0024	
FAM57A	nan	6.9745	
RB1	nan	8.5174	
EVL	nan	6.3698	
GFPT1	nan	7.9369	
BLVRA	nan	10.9156	
GPER	nan	5.3281	
EAPP	nan	6.8542	
S100A13	nan	12.8199	
EXT1	nan	9.2998	
MYBL2	nan	9.17	
POLE2	nan	9.1217	
STX4	nan	8.7426	
PLCB3	nan	7.7231	
TMCO1	nan	13.4991	
C2CD2	nan	7.7798	
PARP1	nan	9.7564	
ANKRD10	nan	7.9136	
CCDC85B	nan	7.4458	
DDB2	nan	8.0324	
DDX10	nan	8.0304	
BAMBI	nan	8.9778	
CEP57	nan	8.2607	
HADH	nan	10.3571	
RAB31	nan	7.9284	
ABCC5	nan	5.3832	
GLRX	nan	10.4991	
MVP	nan	10.0703	
RFC5	nan	9.5147	
HES1	nan	10.452	
STMN1	nan	10.1433	
GALE	nan	10.5274	
KLHL9	nan	7.9783	
PTPRF	nan	9.8428	
UBE2J1	nan	7.5933	
PGM1	nan	10.776	
SLC37A4	nan	6.7502	
LOXL1	nan	4.9135	
PLK1	nan	8.9231	
MYO10	nan	6.2365	
NPRL2	nan	7.0008	
LIPA	nan	10.0394	
PWP1	nan	10.6351	
PHGDH	nan	11.2974	
PLEKHM1	nan	10.5461	
ST7	nan	7.873	
VAT1	nan	7.6492	
IKBKB	nan	6.5396	
KIF20A	nan	9.2749	
CDH3	nan	5.5444	
PCM1	nan	6.1578	
IER3	nan	13.0941	
SSBP2	nan	6.0499	
FAT1	nan	9.7378	
SNX11	nan	5.8412	
RNMT	nan	8.988	
SFN	nan	7.7721	
EGFR	nan	8.198	
RFX5	nan	7.8161	
NET1	nan	7.975	
PKIG	nan	8.8555	
DECR1	nan	10.5274	
FSD1	nan	7.5933	
ATP6V1D	nan	11.0788	
CDK6	nan	5.1128	
CDC45	nan	12.7104	
NPC1	nan	8.869	
EDEM1	nan	9.6524	
MEST	nan	12.194	
MYLK	nan	5.2171	
PAFAH1B3	nan	9.8823	
CALU	nan	11.6054	
USP6NL	nan	7.6726	
LGALS8	nan	9.3285	
