gene	3hr	24hr	
PHKG2	7.3595	6.246	
ETV1	5.7803	5.8407	
POLR2I	9.4829	9.7371	
KDM5B	7.2334	6.9143	
PSMB8	8.3072	8.8374	
AKAP8L	6.4889	6.6288	
COG4	7.1959	7.9943	
MCM3	11.9804	11.9984	
PLEKHJ1	9.1451	9.2184	
HAT1	9.001	8.6331	
TERT	6.0831	5.1918	
G3BP1	10.7331	11.1541	
SNX13	7.8451	7.6685	
PAK4	7.4329	7.8985	
TPD52L2	9.099	8.9751	
DPH2	7.6518	8.0172	
PIH1D1	8.2867	7.4044	
PRKCQ	5.6362	5.2664	
SNX6	8.8162	9.5256	
EED	8.8968	8.8784	
SHB	10.0046	8.4626	
UTP14A	7.1578	8.4775	
WIPF2	7.9607	7.7685	
NENF	11.0757	11.5637	
TSEN2	8.3449	8.6088	
RPN1	12.7279	12.6917	
SUV39H1	7.0572	7.5185	
C2CD2L	5.2136	5.6265	
LYPLA1	9.4724	9.8557	
BIRC2	9.038	8.2253	
GABPB1	8.0431	8.6998	
MAP2K5	6.7891	6.7802	
POLR2K	10.5269	10.7529	
PTK2B	9.5047	9.3444	
PUF60	13.171	13.155	
DHRS7	10.1228	10.2299	
PAF1	9.8449	9.1912	
ARID5B	7.8215	6.1784	
POLR1C	9.0865	8.5729	
PAK1	5.9049	6.4452	
RUVBL1	11.3941	10.8498	
AKT1	10.4988	11.3446	
CDC42	10.8542	10.5826	
IGHMBP2	6.1103	6.7669	
SENP6	9.4924	9.2666	
ADO	6.707	6.2791	
HSPB1	12.4755	13.1091	
EBP	9.636	9.4029	
TCTN1	6.3344	6.2993	
AKR7A2	9.0895	9.8088	
CASK	6.0237	7.1121	
PPP2R5E	9.2087	9.0345	
RRP8	7.2869	7.643	
LAMA3	11.6453	12.0086	
PIK3C3	7.9148	7.8337	
BHLHE40	4.7796	6.4032	
CCNE2	7.2686	5.8013	
BDH1	7.5255	8.189	
FEZ2	7.3736	7.0098	
IKBKAP	9.5213	9.8216	
SH3BP5	6.891	5.6832	
PPP2R5A	9.6639	9.6467	
SGCB	7.3194	7.5944	
EML3	7.685	7.716	
ENOPH1	10.7848	10.9122	
BIRC5	11.3501	11.4841	
CNOT4	7.0561	7.1435	
EPRS	10.9494	11.4684	
SNAP25	10.6451	10.9551	
JMJD6	10.1594	11.0693	
PAX8	3.6292	4.0435	
CBLB	6.5462	6.237	
SLC35F2	8.7266	9.3031	
ANO10	6.2206	6.7835	
PDS5A	9.4701	9.9086	
DFFB	6.9423	6.3111	
STUB1	12.9261	12.7758	
PGAM1	12.8855	13.3718	
TGFB3	7.2144	4.6502	
BAD	9.4248	9.1682	
XBP1	7.8361	8.32	
NMT1	7.1428	7.2711	
PSMD10	8.7576	8.5444	
ARFIP2	8.9293	9.9131	
RAB11FIP2	7.3891	7.3627	
FPGS	9.6398	9.6295	
STAMBP	8.6923	9.1926	
PRKX	8.0729	7.4704	
RNH1	10.9267	10.674	
ATG3	8.944	8.5111	
FAH	8.0631	8.7218	
NCK1	9.9093	10.0173	
PLP2	9.298	9.6575	
CFLAR	7.5669	6.2073	
SOX4	6.3939	7.3007	
HEATR1	11.4427	11.8906	
TESK1	10.0615	9.2228	
HN1L	9.9148	10.5413	
WDR7	7.2797	7.924	
AKAP8	9.3517	8.2568	
RRAGA	8.745	9.3172	
ELOVL6	9.4555	8.7943	
SLC1A4	8.8132	4.8458	
ACBD3	8.5315	8.3708	
GRWD1	7.5495	8.918	
PMAIP1	7.0566	7.3286	
STAT1	7.1805	8.1973	
FOXJ3	8.2149	7.9376	
TWF2	9.0715	9.104	
HDAC6	6.9881	7.4793	
MTERFD1	11.1194	10.3705	
CCND1	6.4665	7.4793	
CHIC2	8.1912	7.8658	
PXN	12.2283	12.7302	
USP7	7.1726	7.2539	
NOSIP	7.0953	7.1586	
PHKB	7.1186	7.6029	
DLD	11.1781	11.2672	
NFKBIB	7.0783	6.6573	
CASC3	8.5172	8.7494	
IDE	6.6605	6.5845	
CD40	10.3508	7.8596	
MLEC	11.0792	11.5	
GLI2	4.06	4.6605	
PRPF4	8.7266	8.9691	
MELK	10.8725	10.8306	
USP22	12.0829	12.5135	
DAXX	8.157	7.9518	
TMED10	10.8409	11.3377	
CHERP	7.927	8.6912	
SMAD3	7.6089	7.4964	
OXA1L	11.9171	12.1008	
PIK3CA	9.2714	8.8714	
SNX7	9.1474	9.5441	
TRAPPC6A	7.766	6.8356	
ATP2C1	9.2719	9.173	
CDCA4	8.4619	8.6272	
TBC1D9B	8.7135	9.2057	
USP14	8.5172	7.6969	
APPBP2	5.6591	5.6655	
CDC20	13.1171	13.7639	
NARFL	8.216	7.3511	
RPS6	14.6984	14.908	
DDX42	8.0677	8.5239	
ECH1	11.1315	10.7609	
HDAC2	10.3741	10.3942	
IKBKE	5.4097	5.1227	
CCL2	6.2879	4.6183	
DFFA	9.7721	8.7883	
MRPL19	11.0974	10.898	
WDTC1	6.9772	7.4288	
PLSCR3	8.8013	9.3817	
SUZ12	10.3906	10.2351	
CSNK2A2	8.1019	6.6588	
H2AFV	8.0972	7.5153	
NUSAP1	10.4682	10.527	
TICAM1	7.2679	7.5669	
FAM69A	10.7521	8.6228	
KIAA0100	8.4621	9.1116	
PAICS	8.6592	9.1871	
SRC	5.232	5.879	
BMP4	8.2149	5.9772	
CDK2	9.5424	9.2587	
EDN1	8.9957	8.7219	
XPO7	9.1329	8.7396	
FAIM	8.291	8.5601	
KIAA0494	9.141	8.8108	
PXMP2	8.8483	8.7579	
SQSTM1	11.5939	11.8647	
HIF1A	12.9704	12.7895	
TIMM17B	9.822	9.964	
STXBP2	6.7549	7.1027	
WRB	7.5953	7.4421	
ETFB	10.1224	10.3511	
MNAT1	7.9159	7.8896	
CAMSAP2	11.3931	10.4527	
HPRT1	10.2242	10.178	
ARNT2	9.7753	10.2703	
RRS1	8.5402	8.8907	
ADAT1	7.4392	6.5742	
SPAG7	10.2946	10.1491	
MAPK1IP1L	9.3529	9.8438	
SCAND1	10.3174	9.1976	
MFSD10	9.8656	10.4206	
MSH6	10.8428	11.0419	
COPS7A	10.1879	10.0897	
UBE2C	11.3818	11.6839	
FIS1	8.9071	8.2514	
HS2ST1	6.3472	5.2937	
NUDT9	8.9071	8.9258	
TXLNA	10.8209	11.2529	
CSRP1	13.3569	13.4257	
DNAJB1	10.2812	10.9676	
METRN	8.0182	7.681	
TOPBP1	8.4105	8.2835	
ABCF1	10.0846	10.0271	
TCTA	8.8716	8.1189	
LGMN	7.4109	6.0469	
TLK2	6.1738	7.964	
KIAA1033	8.4542	8.7124	
PTGS2	4.291	4.0488	
DNAJB6	10.8643	10.2522	
PLA2G4A	12.31	10.1644	
MAT2A	12.3619	12.5527	
TLR4	4.2874	4.4691	
HMGCS1	10.8198	9.0102	
