gene	3hr	24hr	
NT5DC2	10.5928	9.3853	
CCP110	7.5272	8.4252	
LRP10	10.8372	10.7728	
ATP1B1	11.6786	11.9861	
STK10	6.7349	6.6216	
OXCT1	8.8664	8.1799	
UGDH	9.9342	7.4648	
SLC25A4	9.9435	9.9283	
SQRDL	8.0412	7.6293	
HEBP1	9.9058	9.8163	
PSMB10	8.4462	8.293	
ASCC3	5.4346	5.6334	
FGFR4	3.8872	6.2633	
CDKN2A	12.3088	11.2545	
TRAM2	9.136	9.4161	
ATP11B	9.1112	7.7629	
PYCR1	8.0324	8.9656	
CD320	11.1926	11.3148	
NCOA3	8.2824	8.724	
CDKN1B	9.3845	9.7098	
POLD4	8.985	9.5511	
FOSL1	12.4854	11.6548	
MLLT11	6.7812	5.3873	
CEBPZ	8.7876	8.9532	
PRKACA	9.867	10.3068	
GAPDH	15.0	15.0	
CBR3	6.2591	7.4282	
LYRM1	7.1041	5.9222	
